,DATE,TWEET,tidy_tweets,absolute_tidy_tweets,,,,,,,
2539,2020-03-25 14:11:50+00:00,"Hi Tom, I am so sorry this happened to you. I really hope you have managed to reach us today, and we got the chance to help you out with everything. Take great care. ^Jelena","Hi Tom, I am so sorry this happened to you. I really hope you have managed to reach us today, and we got the chance to help you out with everything. Take great care. ^Jelena",Hi Tom I sorry happened I really hope managed reach us today got chance help everything Take great care Jelena,,,,,,,
2540,2020-03-25 14:13:50+00:00,"Oh, I see. It may be a connection issue then, as there haven't been any know issues with the App. If you remember your passwords, try to log on through our public website and then you'll be able to activate the Mobile App. ^Jelena (1/2)","Oh, I see. It may be a connection issue then, as there haven't been any know issues with the App. If you remember your passwords, try to log on through our public website and then you'll be able to activate the Mobile App. ^Jelena (1/2)",Oh I see It may connection issue havent know issues App If remember passwords try log public website youll able activate Mobile App Jelena,,,,,,,
2541,2020-03-25 14:15:15+00:00,"If you are not aware of your passwords you will need to complete full reset on the website, and then to activate it, you will need to call us on 03456 002 290, lines are open 8am till 10pm, daily. Hope this helps and you will get access to your online banking. ^Jelena (2/2)","If you are not aware of your passwords you will need to complete full reset on the website, and then to activate it, you will need to call us on 03456 002 290, lines are open 8am till 10pm, daily. Hope this helps and you will get access to your online banking. ^Jelena (2/2)",If aware passwords need complete full reset website activate need call us lines open till pm daily Hope helps get access online banking Jelena,,,,,,,
2542,2020-03-25 14:16:18+00:00,"Hi Chris, yes indeed it is a scam text. Please avoid clicking on any links and make sure to delete it immediately. Thanks for letting us know ^Sam","Hi Chris, yes indeed it is a scam text. Please avoid clicking on any links and make sure to delete it immediately. Thanks for letting us know ^Sam",Hi Chris yes indeed scam text Please avoid clicking links make sure delete immediately Thanks letting us know Sam,,,,,,,
2543,2020-03-25 14:21:27+00:00,"Hello. I'm afraid right now we don't have an alternative option in place. We do have many branches still open, I know it's not ideal right now but if you wish to go in urgently, you can locate all branches here http://grp.hsbc/60131QI4F ^Dani","Hello. I'm afraid right now we don't have an alternative option in place. We do have many branches still open, I know it's not ideal right now but if you wish to go in urgently, you can locate all branches here ^Dani",Hello Im afraid right dont alternative option place We many branches still open I know ideal right wish go urgently locate branches Dani,,,,,,,
2544,2020-03-25 14:25:06+00:00,"Hi there, I appreciate the frustration, will you kindly try using a different browser or clear the browsing history, this will usually fix the issue. There is no issue with the online banking as far as I am ware. I hope this will work for you. ^Laura","Hi there, I appreciate the frustration, will you kindly try using a different browser or clear the browsing history, this will usually fix the issue. There is no issue with the online banking as far as I am ware. I hope this will work for you. ^Laura",Hi I appreciate frustration kindly try using different browser clear browsing history usually fix issue There issue online banking far I ware I hope work Laura,,,,,,,
2545,2020-03-25 14:26:15+00:00,Hi Ewa as Jelena said to complete the activation you will need to call our online support team on 03456 002 290. ^Michele,Hi Ewa as Jelena said to complete the activation you will need to call our online support team on 03456 002 290. ^Michele,Hi Ewa Jelena said complete activation need call online support team Michele,,,,,,,
2546,2020-03-25 14:26:20+00:00,"Hi Jenny, Thanks for letting us know Please avoid clicking on any links and make sure to delete it immediately. ^Sam","Hi Jenny, Thanks for letting us know Please avoid clicking on any links and make sure to delete it immediately. ^Sam",Hi Jenny Thanks letting us know Please avoid clicking links make sure delete immediately Sam,,,,,,,
2547,2020-03-25 14:28:34+00:00,"We’re doing what we can to keep branches open, but many are on reduced hours or closed because of the corona virus outbreak. Can I kindly ask you to DM us via the link below with your query? ^Shaun","We’re doing what we can to keep branches open, but many are on reduced hours or closed because of the corona virus outbreak. Can I kindly ask you to DM us via the link below with your query? ^Shaun",Were keep branches open many reduced hours closed corona virus outbreak Can I kindly ask DM us via link query Shaun,,,,,,,
2548,2020-03-25 14:28:44+00:00,Here's the link: https://twitter.com/messages/compose?recipient_id=2922732233,Here's the link:,Heres link,,,,,,,
2549,2020-03-25 14:32:28+00:00,"Hey Phil. Can you please share your full name and post code via DM, so I can check what kind of decline it is? Thanks. ^Yuriy","Hey Phil. Can you please share your full name and post code via DM, so I can check what kind of decline it is? Thanks. ^Yuriy",Hey Phil Can please share full name post code via DM I check kind decline Thanks Yuriy,,,,,,,
2550,2020-03-25 14:32:31+00:00,"Hi there Sandra,the travel insurance is designed to cover unforeseen events. In light of the ongoing global situation with COVID-19 being widely reported in the media, there is now a high likelihood your travel plans may be impacted. Please visit http://grp.hsbc/60141QLJs. ^Laura","Hi there Sandra,the travel insurance is designed to cover unforeseen events. In light of the ongoing global situation with COVID-19 being widely reported in the media, there is now a high likelihood your travel plans may be impacted. Please visit ^Laura",Hi Sandrathe travel insurance designed cover unforeseen events In light ongoing global situation COVID widely reported media high likelihood travel plans may impacted Please visit Laura,,,,,,,
2551,2020-03-25 14:33:17+00:00,"Hi Elaine, Sorry to hear about this & I can understand that it isn't your fault. So if I understand correctly, you have a mortgage in principle with us, is that right? ^ Ish","Hi Elaine, Sorry to hear about this & I can understand that it isn't your fault. So if I understand correctly, you have a mortgage in principle with us, is that right? ^ Ish",Hi Elaine Sorry hear I understand isnt fault So I understand correctly mortgage principle us right Ish,,,,,,,
2552,2020-03-25 14:36:35+00:00,"Hi there Darren, my colleagues in the mortgage team will definitely be able to assist you. If you wish to discuss the re mortgage you must call 03457 662 255, however if you need to discuss the consent to let please call 0800 169 6333. 1/2^Laura","Hi there Darren, my colleagues in the mortgage team will definitely be able to assist you. If you wish to discuss the re mortgage you must call 03457 662 255, however if you need to discuss the consent to let please call 0800 169 6333. 1/2^Laura",Hi Darren colleagues mortgage team definitely able assist If wish discuss mortgage must call however need discuss consent let please call Laura,,,,,,,
2553,2020-03-25 14:37:27+00:00,Please be aware that we are experiencing high volume of calls at the moment considering the difficult situation affecting everyone. 2/2^Laura,Please be aware that we are experiencing high volume of calls at the moment considering the difficult situation affecting everyone. 2/2^Laura,Please aware experiencing high volume calls moment considering difficult situation affecting everyone Laura,,,,,,,
